fullname,nickname,year,make,model,specialAccess,dlcPack,rewardOrGift,directAccess,carValue,rarity,feBoost,carType,spec,class,pi,speed,handling,acceleration,launch,braking,offroad,hp,torque,weight,weightPerHp,weightDistribution,displ,aspiration,engineType,cylinders,enginePlacement,drive,rTireWidth,trackWidth,aeroorkitOptions,engineConversions(hp),pirwd,piawd,aspirationOptions,naturallyAspirated,region,country,modelFamily,openTop,doors,steering,wheels,nolights,carThemes,zeroToSixty,zeroToHundred,quarterMile,topSpeed,sixtyToZeroFeet,hundredToZeroFeet,gAtSixty,gAtHundred,sixtyToHundred,forzaDebut,unknown,latestgame,newtoForza,fh5,fh4,fm7,fh3,fm6,fh2,fm5,fh1,fm4,fm3,fm2,fm1,titlesCount,xboxgen
2002 Chevrolet Lingenfelter 427 Corvette,,2002,Chevrolet,Lingenfelter 427 Corvette,,,,,,,,,Tuner,,911,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,N. America,U.S.,,,2,L,4,,,,,,,,,,,,5/3/2005,1,FM2,FM1,,,,,,,,,,,FM2,FM1,2,360
1996 Chevrolet Corvette Grand Sport,,1996,Chevrolet,Corvette Grand Sport,,,,,,,,Sports,Factory,B,473,,,,,,,330,340,3351,10.15,,,,,8,F,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,5.2,,,178.5,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360
1996 Chevrolet Impala Super Sport,Chevy Impala '96,1996,Chevrolet,Impala Super Sport,Autoshow,,,,20000,Common,,Retro Muscle,Factory,C,509,5,4.3,3.6,2.6,2.7,5.2,260,330,4037,15.53,55,5733,NA,V,8,F,RWD,255,Both,Police lights,"415, 475, 800, 850, 1750",,,"TT, PDS, T",stock,N. America,U.S.,,,4,L,4,,,6.485,17.884,,139.1,158.2,391.9,0.83,0.82,11.399,,4,FH5,FM4,FH5,cu,,,,,,,DLC,,,,3,XBO
1995 Chevrolet Corvette ZR-1,Corvette '95,1995,Chevrolet,Corvette ZR-1,Autoshow,,,,45000,Common,,Retro Muscle,Factory,B,693,6.5,5.2,4.8,4,3.7,4.5,405,385,3505,8.65,52,5727,NA,V,8,F,RWD,315,Yes,Forza,"415, 475, 640, 800, 690",,,"TT, CS",stock,N. America,U.S.,Corvette,,2,L,4,,,4.884,10.783,12.333,180.1,140.2,344.3,0.95,0.97,5.899,,6,FH5,FM5,FH5,FH4,FM7,FH3,FM6,FH2,DLC,,,,,,7,XBO
1990 Chevrolet #30 Douglas Shierson Racing Lola T90/00,Chevy Lola T9000,1990,Chevrolet,#30 Douglas Shierson Racing Lola T90/00,,,,,,,,IndyCar 90s,Race,,,8.3,8.9,9.9,,8.8,,735,372,1874,2.55,35,,T,V,8,M,RWD,,,,,,,,no,N. America,U.S.,,,1,C,4,,,2.5,4.65,,222.5,76.3,172.4,1.69,2.47,2.15,,8,FM6,FM6,,,,,DLC,,,,,,,,1,XBO
1990 Chevrolet Camaro IROC-Z,Chevy Camaro '90,1990,Chevrolet,Camaro IROC-Z,Exclusive,,,,,Rare,,Retro Muscle,Factory,C,512,6.5,4.6,5.1,6.4,3.9,,245,345,3627,14.8,59,5733,NA,V,8,F,RWD,235,Both,Hood,"415, 640",512,521,"TT, PDS, CS",stock,N. America,U.S.,Camaro,,2,L,4,,RPC,5.8,15.5,14.384,157.5,206.8,505.3,0.76,0.75,9.7,5/27/2009,3,FH4,FM3,,cu,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,,,8,XBO
1988 Chevrolet Monte Carlo Super Sport,Chevy MonteCarlo,1988,Chevrolet,Monte Carlo Super Sport,Autoshow,,,,25000,Common,,Retro Muscle,Factory,D,396,5,4,3.1,2.3,2,5,180,225,3522,19.57,57,5001,NA,V,8,F,RWD,215,Both,Hood,"415, 475, 640, 800, 850",,,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,RPC,8.982,28.358,16.783,136.5,181.1,446.2,0.76,0.76,19.376,,7,FH5,FH2,FH5,HTF,FM7,FH3,FM6,DLC,,,,,,,6,XBO
1988 Chevrolet Monte Carlo Super Sport Forza Edition,Monte Carlo FE,1988,Chevrolet,Monte Carlo Super Sport Forza Edition,,,,,,,,Rebirth of Muscle,Upgraded,C,448,5.6,4.8,7.1,,4.8,,317,396,3175,10.02,57,,NA,V,8,F,RWD,,,,,,,,stock,N. America,U.S.,,,2,L,4,,,9.028,28.436,13.9,150.2,144.5,359.3,1.12,1.08,19.408,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
1979 Chevrolet Camaro  Z28,Chevy Camaro '79,1979,Chevrolet,Camaro  Z28,Autoshow,,,,35000,Rare,,Classic Muscle,Factory,D,466,4.5,4.1,3.5,2.9,2.5,5.4,175,270,3560,20.34,56,5733,NA,V,8,F,RWD,225,Both,Hood,"415, 475, 640, 800",,,"TT, PDS, CS",stock,N. America,U.S.,Camaro,,2,L,4,,IMC,7.315,20.4,16,127.8,169.2,418.4,0.8,0.79,13.085,5/27/2009,3,FH5,FM3,FH5,HTF,FM7,FH3,FM6,FH2,DLC,,FM4,FM3,,,9,XBO
1976 Chevrolet #76 Greenwood Corvette,#76 Corvette,1976,Chevrolet,#76 Greenwood Corvette,,,,,,,,GT Racing Reborn,Race,R,807,8.2,6.4,9.1,,6.2,,700,629,2800,4,51,,NA,V,8,F,RWD,,,,,,,,stock,N. America,U.S.,,,2,L,4,,,3.9,7,10.6,221,106.6,263.5,1.36,1.45,3.1,4/19/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
1971 Chevrolet Vega GT,Chevy Vega,1971,Chevrolet,Vega GT,,,,,,,,Vintage Sport Compact,Factory,E,247,4.6,3.7,5.3,5.8,3.4,,110,138,2231,20.28,53,2294,NA,Inline,4,F,RWD,165,,,,,,,stock,N. America,U.S.,,,2,L,4,,,11.219,31.044,16.917,120.6,138,355.4,0.96,0.9,19.825,,9,FM7,FH3,,,FM7,DLC,,,,,,,,,2,XBO
1970 Chevrolet Camaro Z28,Chevy Camaro '70,1970,Chevrolet,Camaro Z28,Autoshow,,,,53000,Rare,,Classic Muscle,Factory,C,539,5.1,3.7,3.4,3.3,2.4,4.9,360,380,3550,9.86,57,5735,NA,V,8,F,RWD,205,Both,Preset / hood,"415, 475, 640, 800, 1500",,,"TT, PDS, CS",stock,N. America,U.S.,Camaro,,2,L,4,,MvT,5.786,14.183,14.183,141.2,175.8,432.9,0.78,0.77,8.397,5/13/2011,4,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,,,,8,XBO
1970 Chevrolet Chevelle Super Sport 454,Chevelle '70,1970,Chevrolet,Chevelle Super Sport 454,Autoshow,,,,80000,Rare,,Classic Muscle,Factory,C,531,4.7,3.6,3.3,3.2,2.4,5.4,450,500,3799,8.44,59,7439,NA,V,8,F,RWD,215,Both,Preset / hood,"415, 475, 640, 800, 1500, 1750",,,PDS,stock,N. America,U.S.,,,2,L,4,,MvT,6.086,13.468,13.683,129.7,176.1,431.4,0.77,0.76,7.382,5/29/2007,2,FH5,FM2,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,FM2,,10,XBO
1970 Chevrolet Chevelle Super Sport 454 Forza Edition,Chevelle '70 FE,1970,Chevrolet,Chevelle Super Sport 454 Forza Edition,,,,,,,,Classic Street Muscle,Upgraded,C,498,6.2,4.7,7.6,,4.6,,449,480,3499,7.79,56,,PDS,V,8,F,RWD,,,,,,,,eng,N. America,U.S.,,,2,L,4,,,6.123,13.521,13.718,165,146.1,357.4,1.11,1.04,7.398,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
1970 Chevrolet Chevelle Super Sport 454 Horizon Edition,,1970,Chevrolet,Chevelle Super Sport 454 Horizon Edition,,,,,,,,Classic Street Muscle,Upgraded,B,604,4.8,5.9,7.5,7,5.7,,450,500,3799,8.44,59,7439,NA,V,8,F,RWD,B,,,,,,,stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,0,9/27/2016,9,FH3,FH3,,,,HE,,,,,,,,,1,XBO
1970 Chevrolet Chevelle Super Sport Barrett-Jackson Edition,Chevelle BJ '70,1970,Chevrolet,Chevelle Super Sport Barrett-Jackson Edition,DLC store,,,,105000,Epic,,Classic Muscle,Tuner,A,757,7.8,5.9,6.1,7.8,6.2,,620,645,3989,6.43,57,9373,NA,V,8,F,RWD,345,Both,Hood,"640, 700, 850",757,781,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,3.5,7.8,11.917,204.2,163.9,382,0.88,0.88,4.3,,10,FH4,FM7,,DLC,DLC,,,,,,,,,,2,XBO
1970 Chevrolet Corvette ZR-1,Corvette '70,1970,Chevrolet,Corvette ZR-1,"WS, Seasonal",,,,310000,Epic,,Classic Muscle,Factory,B,610,4.9,4.3,3.9,2.9,3.1,5.4,370,380,3373,9.12,49,5740,NA,V,8,F,RWD,215,Both,Hood,"415, 475, 640, 800, 1500",,,"TT, PDS, CS",stock,N. America,U.S.,Corvette,,2,L,4,,MvT,5.7,16.1,14.17,136.5,155.6,389.3,0.83,0.82,10.4,5/29/2007,2,FH5,FM2,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,FM2,,10,XBO
1970 Chevrolet El Camino Super Sport 454,Chevy El Camino,1970,Chevrolet,El Camino Super Sport 454,Autoshow,,Accolade,,65000,Rare,,Vans & Utility,Factory,C,544,5.9,3.6,3.2,3.1,2.4,5.5,450,500,3820,8.49,60,7439,NA,V,8,F,RWD,215,Yes,Preset / hood,"415, 475, 640, 700, 800",,,PDS,stock,N. America,U.S.,,,2,L,4,,"DVG, OR",6.072,13.467,13.7,160.6,178.2,437.6,0.77,0.76,7.395,,3,FH5,FM3,FH5,FH4,FM7,FH3,FM6,,FM5,,FM4,DLC,,,8,XBO
1969 Chevrolet Camaro  Super Sport Coupe Forza Edition,Camaro '69 FE,1969,Chevrolet,Camaro  Super Sport Coupe Forza Edition,DLC store,,,,,,,Historic Road Racing,Upgraded,C,472,5.8,4.8,7.5,,4.8,,399,441,3215,8.06,58,,PDS,V,8,F,RWD,,,,,,,,eng,N. America,U.S.,Camaro,,2,L,4,,,6.421,16.323,14.23,155.9,142.6,360.9,1.12,1.08,9.902,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
1969 Chevrolet Camaro Super Sport Coupe,Chevy Camaro '69,1969,Chevrolet,Camaro Super Sport Coupe,Autoshow,,,,110000,Rare,,Classic Muscle,Factory,C,585,5,4.2,3.8,2.9,3.1,5.8,375,415,3527,9.41,58,6478,NA,V,8,F,RWD,215,Both,Preset / hood,"415, 475, 640, 800, 1500",,,"TT, PDS, CS",stock,N. America,U.S.,Camaro,,2,L,4,,MvT,6.367,16.262,14.213,139.3,155.5,381.4,0.83,0.82,9.895,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,Uni,Uni,FM2,FM1,12,XBO
1969 Chevrolet Camaro Super Sport Coupe Horizon Edition,,1969,Chevrolet,Camaro Super Sport Coupe Horizon Edition,,,,,,,,Classic Muscle,Upgraded,B,612,5.2,6,7.5,7.1,5.8,,375,415,3527,9.41,58,6478,NA,V,8,F,RWD,B,,,,,,,stock,N. America,U.S.,Camaro,,2,L,4,,,,,,,,,,,0,9/27/2016,9,FH3,FH3,,,,HE,,,,,,,,,1,XBO
1969 Chevrolet Camaro Z28,,1969,Chevrolet,Camaro Z28,,,,,,,,Sports,Factory,D,305,,,,,,,290,290,3415,11.78,,,,,8,F,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,6.9,,,143,,,,,,5/3/2005,1,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360
1969 Chevrolet Corvair Monza,,1969,Chevrolet,Corvair Monza,,,,,,,,Sports,Factory,F,137,,,,,,,140,160,2615,18.68,,,,,6,R,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,15.6,,,112.8,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
1969 Chevrolet Nova Super Sport 396,Chevy Nova '69,1969,Chevrolet,Nova Super Sport 396,Autoshow,,,,47000,Common,,Classic Muscle,Factory,C,545,5.4,3.9,3.5,2.9,2.4,5.3,375,415,3470,9.25,55,6489,NA,V,8,F,RWD,195,Front,Hood,"415, 475, 640, 800, 1500",,,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,5.985,13.383,13.87,148.5,177.2,434.7,0.77,0.77,7.398,,4,FH5,FM4,FH5,FH4,FM7,,FM6,,FM5,,DLC,,,,6,XBO
1969 Chevrolet Nova Super Sport 396 Forza Edition,Nova '69 FE,1969,Chevrolet,Nova Super Sport 396 Forza Edition,Exclusive,,,,297000,FE,Speed Skills,Classic Muscle,Upgraded,B,657,6.7,6.1,5.1,6,5.5,,375,415,3470,9.25,55,6489,NA,V,8,F,RWD,385,no,Preset / hood,"415, 640, 505, 700",657,634,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,0,9/28/2018,11,FH4,FH4,,FE,,,,,,,,,,,1,XBO
1967 Chevrolet Chevelle Super Sport 396,Chevelle '67,1967,Chevrolet,Chevelle Super Sport 396,Exclusive,,,,250000,Legendary,,Classic Muscle,Factory,C,561,6.5,4.6,5.2,6.6,4.4,,375,415,3585,9.56,57,6478,NA,V,8,F,RWD,225,Both,Hood,"415, 640, 700",561,593,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,UH,6.5,15.4,14.25,159,210.7,504.7,0.72,0.72,8.9,12/6/2011,4,FH4,FM4,,cu,FM7,FH3,FM6,,DLC,,DLC,,,,6,XBO
1967 Chevrolet Corvette Stingray 427,Corvette '67,1967,Chevrolet,Corvette Stingray 427,Autoshow,,,,150000,Epic,,Classic Muscle,Factory,B,623,5.5,4.3,3.9,3,3.1,5.8,435,460,3384,7.78,46,6997,NA,V,8,F,RWD,215,no,Hood,"415, 475, 640, 800, 1500",,,"TT, PDS, CS",stock,N. America,U.S.,Corvette,,2,L,4,,MvT,4.7,12.282,13.617,152.6,157.4,395.4,0.81,0.81,7.582,5/3/2005,1,FH5,FM1,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,12,XBO
1966 Chevrolet Corvette F&F Edition,1966 Corvette FF,1966,Chevrolet,Corvette F&F Edition,,,,,,,,Fast & Furious,Tuner,B,552,6.3,5.1,7.6,,5,,435,460,3137,7.21,48,,NA,V,8,F,RWD,,,,,,,,stock,N. America,U.S.,Corvette,,2,L,4,,,4.5,10.3,12.85,169.4,118.9,305.3,1.18,1.11,5.8,9/25/2017,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
1966 Chevrolet Nova Super Sport,Chevy Nova '66,1966,Chevrolet,Nova Super Sport,,,,,70000,Common,,Classic Muscle,Factory,C,582,6.2,4.8,5.4,6.9,4.5,,350,360,3146,8.99,54,5354,NA,V,8,F,RWD,195,Both,Preset / hood,"415, 640, 700",582,608,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,7.2,18.2,14.183,149.5,194.4,477.1,0.75,0.75,11,,4,FH4,FM4,,FH4,FM7,FH3,FM6,,DLC,,DLC,,,,6,XBO
1964 Chevrolet Impala Super Sport 409,Chevy Impala,1964,Chevrolet,Impala Super Sport 409,Autoshow,,,,46000,Common,,Rods and Customs,Factory,C,544,5.5,3.6,3.4,3,2.3,5.4,425,425,3877,9.12,56,6670,NA,V,8,F,RWD,205,Both,Preset / hood,"415, 475, 640, 800, 1500",,,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.285,12.767,14.9,150.3,179,443.9,0.76,0.76,6.482,5/13/2011,4,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,DLC,FH1,FM4,,,,9,XBO
1964 Chevrolet Impala Super Sport 409 Forza Edition,Chevy Impala FE,1964,Chevrolet,Impala Super Sport 409 Forza Edition,,,,,,,,Nostalgic Drag Racers,Upgraded,B,548,5.7,5,7.6,,4.9,,441,441,3969,9,55,,NA,V,8,F,RWD,,,,,,,,stock,N. America,U.S.,,,2,L,4,,,6.321,12.82,14.919,157.1,142.9,363.4,1.15,1.11,6.499,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
1963 Chevrolet Corvette Grand Sport F&F Edition,1963 Corvette FF,1963,Chevrolet,Corvette Grand Sport F&F Edition,,,,,,,,[custom],Tuner,,,6.3,4.8,8.4,,4.7,,502,560,3384,6.74,46,,NA,V,8,F,RWD,,,,,,,,stock,N. America,U.S.,Corvette,,2,L,4,,,3.284,6.785,,172.1,108.4,281.1,1.13,1.06,3.501,,7,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO
1960 Chevrolet Corvette,Corvette '60,1960,Chevrolet,Corvette,Car Collection,,,,210000,Epic,,Classic Sports Cars,Factory,C,541,5.4,4,3.6,2.8,2.5,5.6,290,290,3080,10.62,55,4638,NA,V,8,F,RWD,165,Both,Hood,none,,,CS,stock,N. America,U.S.,Corvette,Yes,2,L,4,,"OT, SS?",6.6,15.1,14.9,148,177.9,438.8,0.78,0.78,8.5,,3,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,DLC,,,9,XBO
1957 Chevrolet Bel Air,Chevy Bel Air,1957,Chevrolet,Bel Air,Autoshow,,,,130000,Rare,,Rods and Customs,Factory,D,432,4.8,3.8,2.8,1.6,2.1,6,220,300,3337,15.17,57,4638,NA,V,8,F,RWD,205,Both,Preset / hood,"415, 475, 640, 1500",,,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,7.3,19.6,17.518,130.5,180,446.7,0.75,0.75,12.3,,4,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,DLC,DLC,DLC,,,,9,XBO
1957 Chevrolet Bel Air Forza Edition,Chevy Bel Air FE,1957,Chevrolet,Bel Air Forza Edition,,,,,,,,Hot Rod Revival,Upgraded,,,,,,,,,,,,,,,,,,,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,7.3,19.6,13.967,142.5,151.2,383.8,1.04,0.97,12.3,10/3/2017,10,FM7,FM7,,,FE,,,,,,,,,,1,XBO
1955 Chevrolet 150 Utility Sedan,Chevy 150 Sedan,1955,Chevrolet,150 Utility Sedan,Autoshow,,,,35000,Common,,Rods and Customs,Factory,D,360,4.5,3.5,3.2,2.5,2,5.8,180,260,3309,18.38,55,4343,NA,V,8,F,RWD,175,no,Hood,"415, 475, 640, 1500, 1750",,,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,9.7,28.919,17.4,123.1,183.3,454.6,0.73,0.73,19.219,,10,FH5,FM7,FH5,FH4,DLC,,,,,,,,,,3,XBO
1953 Chevrolet Corvette,Corvette '53,1953,Chevrolet,Corvette,Barn Find,,,,135000,Legendary,,Classic Sports Cars,Factory,D,366,3.6,4,2.3,1.1,2,5.6,160,223,2900,18.13,53,3861,NA,Inline,6,F,RWD,195,Both,Roof / hood,"321, 415, 805",,,CS,stock,N. America,U.S.,Corvette,Yes,2,L,4,,,11,29,18.633,103.6,180.8,445.6,0.77,0.77,18,,4,FH5,FM4,FH5,FH4,FM7,FH3,FM6,DLC,,,DLC,,,,7,XBO
1953 Chevrolet Corvette Forza Edition,Corvette '53 FE,1953,Chevrolet,Corvette Forza Edition,"WS, Seasonal",,,,500000,FE,Clean Skills,Classic Racers,Upgraded,A,800,6.5,6.2,5.8,6.2,4.8,3.8,450,500,2205,4.9,50,7440,NA,V,8,F,RWD,285,no,Hood,none,,,PDS,stock,N. America,U.S.,Corvette,Yes,2,L,4,,,10.959,28.94,,179.5,121.4,298.4,1.08,1.1,17.981,11/5/2021,12,FH5,FH5,FH5,,,,,,,,,,,,1,XBO
1949 Chevrolet Fleetline Special F&F Edition,1949 Chevy FF,1949,Chevrolet,Fleetline Special F&F Edition,,,,,,,,Fast & Furious,Tuner,B,549,5.5,4.5,8.4,,4.6,,475,553,2900,6.11,55,,T,V,8,F,RWD,,,,,,,,no,N. America,U.S.,,,2,L,4,,,4.78,9.9,11.9,147.9,132.5,331.9,1.08,1,5.12,9/25/2017,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
2012 Chrysler 300 SRT8,Chrysler 300,2012,Chrysler,300 SRT8,,,,,,,,Sport Touring,Factory,B,510,7.1,4.5,7.7,7.5,6.9,,465,465,4365,9.39,54,6424,NA,V,8,F,RWD,,,,,,,,stock,N. America,U.S.,,,4,L,4,,,4.517,10.618,12.9,190.9,150.9,364.7,1.06,1.03,6.101,,4,FM7,FM4,,,FM7,FH3,FM6,,FM5,,DLC,,,,5,XBO
2008 Chrysler 300C SRT-8,,2008,Chrysler,300C SRT-8,,,,,,,,Sedan,Factory,B,461,,,,,,,425,420,4178,9.83,,,,,8,F,RWD,,,,,,,,,N. America,U.S.,,,4,L,4,,,4.9,,,175.6,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360
2006 Chrysler Crossfire SRT6,,2006,Chrysler,Crossfire SRT6,,,,,,,,Sports,Factory,B,446,,,,,,,330,310,3239,9.82,,,,,6,F,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,5.1,,,167.5,,,,,,5/29/2007,2,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360
2005 Chrysler ME Four-Twelve Concept,,2005,Chrysler,ME Four-Twelve Concept,,,,,,,,,Factory,U,999,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,,N. America,U.S.,,,2,L,4,,,,,,,,,,,0,5/3/2005,1,FM2,FM1,,,,,,,,,,,FM2,FM1,2,360
2004 Chrysler PT Cruiser GT,,2004,Chrysler,PT Cruiser GT,,,,,,,,Hatch,Factory,E,247,,,,,,,220,244,3104,14.11,,,,,4,F,FWD,,,,,,,,,N. America,U.S.,,,5,L,4,,,7.2,,,130.1,,,,,,5/3/2005,1,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360
1972 Chrysler VH Valiant Charger R/T E49,Chrysler Valiant,1972,Chrysler,VH Valiant Charger R/T E49,,,,,60000,Rare,,Classic Muscle,Factory,C,557,5.9,4.7,5.2,6.7,4.4,,302,325,3031,10.04,56,4343,NA,Inline,6,F,RWD,205,no,Hood,"321, 415, 640, 707, 425h, 700",557,585,"T, PDS",stock,N. America,U.S.,,,2,R,4,,MvT,6.1,14.1,14.4,139.1,198.4,488.8,0.74,0.73,8,,9,FH4,FH3,,FH4,FM7,DLC,,,,,,,,,3,XBO
2069 Chryslus Rocket 69,Chryslus Rocket,2069,Chryslus,Rocket 69,DLC promo,,,,,,,? none,Fantasy,,,9.9,4.5,7.2,,4.7,,1000,737,4830,4.83,48,,?,E,E,M,AWD,,,,,,,,no,N. America,U.S.,,,1,C,4,,,5,9.45,,263.5,119.7,309.7,1.06,1.06,4.45,,8,FM6,FM6,,,,,DLC,,,,,,,,1,XBO
2011 Citroen C1,,2011,Citroen,C1,,,,,,,,City,Factory,F,101,,,,,,,67,69,1764,26.33,,,,,3,F,FWD,,,,,,,,,Europe,France,,,3,L,4,,,13.5,,,98.9,,,,,,5/13/2011,4,FM4,FM4,,,,,,,,,FM4,,,,1,360
2011 Citroen DS3,,2011,Citroen,DS3,,,,,,,,Hatch,Factory,D,291,,,,,,,154,177,2568,16.68,,,,,4,F,FWD,,,,,,,,,Europe,France,,,3,L,4,,,7.7,,,134.8,,,,,,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
2011 Citroen DS4,,2011,Citroen,DS4,,,,,,,,Hatch,Factory,D,319,,,,,,,197,203,2996,15.21,,,,,4,F,FWD,,,,,,,,,Europe,France,,,5,L,4,,,8.282,,,146.4,,,,,,,4,FM4,FM4,,,,,,,,,DLC,,,,1,360
2009 Citroen C4 VTS,,2009,Citroen,C4 VTS,,,,,,,,Economy,Factory,E,275,,,,,,,150,177,2802,18.68,,,,,4,F,FWD,,,,,,,,,Europe,France,,,3,L,4,,,8.4,,,136.4,,,,,,5/27/2009,3,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360
1975 Citroen DS 23,Citroen DS 23,1975,Citroen,DS 23,Exclusive,,,,250000,Epic,,Cult Cars,Factory,D,262,5.1,4.6,4.2,5.8,4.4,,113,134,2954,26.14,67,2350,NA,Inline,4,F,FWD,185,Front,Forza,300,288,282,PDS,stock,Europe,France,,,4,L,4,,,13.5,45,,112,199,493.6,0.71,0.71,31.5,5/5/2021,11,FH4,FH4,,cu,,,,,,,,,,,1,XBO
1970 Citroen 2CV,Citroen 2CV,1970,Citroen,2CV,,,,,,,,Major Micros,Factory,E,100,3,3.3,3,,3.3,,33,31,1504,45.58,58,,NA,Flat,2,F,FWD,,,,,,,,eng,Europe,France,,,2,L,4,,,32.723,999.999,24.066,70.9,134.4,na,0.94,0.81,967.276,1/16/2018,10,FM7,FM7,,,DLC,,,,,,,,,,1,XBO
1979 Datsun #33 Bob Sharp Racing 280ZX Turbo,#33 Datsun 280ZX,1979,Datsun,#33 Bob Sharp Racing 280ZX Turbo,,,,,,,,GT Racing Reborn,Race,R,854,7.6,6.8,9.4,,6.7,,750,650,2400,3.2,45,,TT,V,8,F,RWD,,,,,,,,no,Asia,Japan,Fairlady,,2,L,4,,,2.6,5.3,9.983,206.5,97.9,235.3,1.42,1.55,2.7,,8,FM7,FM6,,,FM7,,DLC,,,,,,,,2,XBO
1970 Datsun 510,Datsun 510,1970,Datsun,510,Autoshow,,,,25000,Common,,Cult Cars,Factory,D,264,3.7,3.7,2.8,2.3,1.9,5,96,100,2127,22.16,54,1595,NA,Inline,4,F,RWD,165,no,Preset / drift,"321, 212, 327, 300",,,T,stock,Asia,Japan,,,2,L,4,,"MvT, RPC",13.5,42.015,19.7,103.9,185.6,450,0.73,0.73,28.515,5/27/2009,3,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,FM5,DLC,FM4,FM3,,,10,XBO
1969 Datsun 2000 Roadster,Datsun 2000,1969,Datsun,2000 Roadster,,,,,,,,Vintage Sport Compact,Factory,E,253,4.4,3.8,5.5,5.6,3.5,,135,132,2135,15.81,56,1982,NA,Inline,4,F,RWD,,,,,,,,stock,Asia,Japan,Fairlady,Yes,2,L,4,,RPC,9.317,27.9,17,119,134.7,342.7,0.97,0.91,18.583,,8,FM7,FM6,,,FM7,FH3,DLC,,,,,,,,3,XBO
1971 De Tomaso Pantera,,1971,De Tomaso,Pantera,,,,,,,,Sports,Factory,C,399,,,,,,,311,380,3155,10.14,,,,,8,M,RWD,,,,,,,,,Europe,Italy,,,2,L,4,,,6.8,,,153.2,,,,,,,3,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360
"2019 DeBerti Toyota Tacoma TRD ""The Performance Truck""",DD Tacoma TRD,2019,DeBerti,"Toyota Tacoma TRD ""The Performance Truck""",Autoshow,,,,500000,Common,,Drift Cars,Tuner,S1,836,6.4,5.6,4.9,5.1,6.9,4.7,900,626,3215,3.57,51,6880,NA,V,8,F,RWD,275,Both,Forza,none,,,none,no,N. America,U.S.,,,2,L,4,,,3.587,6.387,,176.3,107.5,253,1.11,1.28,2.8,11/5/2021,12,FH5,FH5,FH5,,,,,,,,,,,,1,XBO
2018 DeBerti Chevrolet Silverado 1500 Drift Truck,Silverado DD,2018,DeBerti,Chevrolet Silverado 1500 Drift Truck,Autoshow,,,,300000,Epic,,Drift Cars,Tuner,A,798,6.7,4.8,4.9,5.1,5.2,4,1005,912,3500,3.48,51,6964,PDS,V,8,F,RWD,295,no,Forza,none,,,none,no,N. America,U.S.,,,2,L,4,,,2.978,5.466,,179.1,110.8,278.3,1.07,1.07,2.488,11/20/2018,11,FH5,FH4,FH5,DLC,,,,,,,,,,,2,XBO
